UF;CODUF;CODMUNIC;MUNICIPIO;POPULACAO;GEOCODE
MG;31;43906;Muriaé;108763;3143906
MG;31;44003;Mutum;26979;3144003
MG;31;44102;Muzambinho;20569;3144102
MG;31;44201;Nacip Raydan;3220;3144201
MG;31;44300;Nanuque;40750;3144300
MG;31;44359;Naque;6996;3144359
MG;31;44375;Natalândia;3311;3144375
MG;31;44409;Natércia;4730;3144409
MG;31;44508;Nazareno;8608;3144508
MG;31;44607;Nepomuceno;26769;3144607
MG;31;44656;Ninheira;10295;3144656
MG;31;44672;Nova Belém;3190;3144672
MG;31;44706;Nova Era;17578;3144706
MG;31;44805;Nova Lima;94889;3144805
MG;31;44904;Nova Módica;3600;3144904
MG;31;45000;Nova Ponte;15545;3145000
MG;31;45059;Nova Porteirinha;7500;3145059
MG;31;45109;Nova Resende;16723;3145109
MG;31;45208;Nova Serrana;102693;3145208
MG;31;45307;Novo Cruzeiro;31331;3145307
MG;31;45356;Novo Oriente de Minas;10755;3145356
MG;31;45372;Novorizonte;5299;3145372
MG;31;45406;Olaria;1747;3145406
MG;31;45455;Olhos-d'Água;6096;3145455
MG;31;45505;Olímpio Noronha;2787;3145505
MG;31;45604;Oliveira;41687;3145604
MG;31;45703;Oliveira Fortes;2133;3145703
MG;31;45802;Onça de Pitangui;3148;3145802
MG;31;45851;Oratórios;4655;3145851
MG;31;45877;Orizânia;8018;3145877
MG;31;45901;Ouro Branco;39500;2408508
MG;31;46008;Ouro Fino;33639;3146008
MG;31;46107;Ouro Preto;74281;3146107
MG;31;46206;Ouro Verde de Minas;5934;3146206
MG;31;46255;Padre Carvalho;6378;3146255
MG;31;46305;Padre Paraíso;20154;3146305
MG;31;46404;Paineiras;4486;3146404
MG;31;46503;Pains;8283;3146503
MG;31;46552;Pai Pedro;6089;3146552
MG;31;46602;Paiva;1529;3146602
MG;31;46701;Palma;6616;3146701
MG;31;46750;Palmópolis;5507;3146750
MG;31;46909;Papagaios;15674;3146909
MG;31;47006;Paracatu;93158;3147006
MG;31;47105;Pará de Minas;93969;3147105
MG;31;47204;Paraguaçu;21513;3147204
MG;31;47303;Paraisópolis;21083;3147303
MG;31;47402;Paraopeba;24540;3147402
MG;31;47501;Passabém;1649;3147501
MG;31;47600;Passa Quatro;16344;3147600
MG;31;47709;Passa Tempo;8084;3147709
MG;31;47808;Passa-Vinte;2039;3147808
MG;31;47907;Passos;114679;3147907
MG;31;47956;Patis;5972;3147956
MG;31;48004;Patos de Minas;152488;3148004
MG;31;48103;Patrocínio;90757;3148103
MG;31;48202;Patrocínio do Muriaé;5684;3148202
MG;31;48301;Paula Cândido;9571;3148301
MG;31;48400;Paulistas;4830;3148400
MG;31;48509;Pavão;8450;3148509
MG;31;48608;Peçanha;17541;3148608
MG;31;48707;Pedra Azul;24324;3148707
MG;31;48756;Pedra Bonita;7097;3148756
MG;31;48806;Pedra do Anta;3052;3148806
MG;31;48905;Pedra do Indaiá;3972;3148905
MG;31;49002;Pedra Dourada;2504;3149002
MG;31;49101;Pedralva;11195;3149101
MG;31;49150;Pedras de Maria da Cruz;12107;3149150
MG;31;49200;Pedrinópolis;3635;3149200
MG;31;49309;Pedro Leopoldo;64258;3149309
MG;31;49408;Pedro Teixeira;1807;3149408
MG;31;49507;Pequeri;3320;3149507
MG;31;49606;Pequi;4406;3149606
MG;31;49705;Perdigão;11506;3149705
MG;31;49804;Perdizes;16168;3149804
MG;31;49903;Perdões;21390;3149903
MG;31;49952;Periquito;6810;3149952
MG;31;50000;Pescador;4252;3150000
MG;31;50109;Piau;2748;3150109
MG;31;50158;Piedade de Caratinga;8566;3150158
MG;31;50208;Piedade de Ponte Nova;4140;3150208
MG;31;50307;Piedade do Rio Grande;4497;3150307
MG;31;50406;Piedade dos Gerais;4982;3150406
MG;31;50505;Pimenta;8660;3150505
MG;31;50539;Pingo-d'Água;4941;3150539
MG;31;50570;Pintópolis;7507;3150570
MG;31;50604;Piracema;6409;3150604
MG;31;50703;Pirajuba;6199;3150703
MG;31;50802;Piranga;17626;3150802
MG;31;50901;Piranguçu;5472;3150901
MG;31;51008;Piranguinho;8596;3151008
MG;31;51107;Pirapetinga;10752;3151107
MG;31;51206;Pirapora;56428;3151206
MG;31;51305;Piraúba;10787;3151305
MG;31;51404;Pitangui;27989;3151404
MG;31;51503;Piumhi;34691;3151503
MG;31;51602;Planura;12133;3151602
MG;31;51701;Poço Fundo;16791;3151701
MG;31;51800;Poços de Caldas;167397;3151800
MG;31;51909;Pocrane;8432;3151909
MG;31;52006;Pompéu;31812;3152006
MG;31;52105;Ponte Nova;59742;3152105
MG;31;52131;Ponto Chique;4261;3152131
MG;31;52170;Ponto dos Volantes;12121;3152170
MG;31;52204;Porteirinha;37906;3152204
MG;31;52303;Porto Firme;11279;3152303
MG;31;52402;Poté;16555;3152402
MG;31;52501;Pouso Alegre;150737;3152501
MG;31;52600;Pouso Alto;5940;3152600
MG;31;52709;Prados;9031;3152709
MG;31;52808;Prata;27856;2512200
MG;31;52907;Pratápolis;8603;3152907
MG;31;53004;Pratinha;3603;3153004
MG;31;53103;Presidente Bernardes;5369;3153103
MG;31;53202;Presidente Juscelino;3641;2109205
MG;31;53301;Presidente Kubitschek;3002;3153301
MG;31;53400;Presidente Olegário;19573;3153400
MG;31;53509;Alto Jequitibá;8317;3153509
MG;31;53608;Prudente de Morais;10733;3153608
MG;31;53707;Quartel Geral;3563;3153707
MG;31;53806;Queluzito;1939;3153806
MG;31;53905;Raposos;16354;3153905
MG;31;54002;Raul Soares;23762;3154002
MG;31;54101;Recreio;10517;3154101
MG;31;54150;Reduto;7154;3154150
MG;31;54200;Resende Costa;11500;3154200
MG;31;54309;Resplendor;17397;3154309
MG;31;54408;Ressaquinha;4808;3154408
MG;31;54457;Riachinho;8136;1718550
MG;31;54507;Riacho dos Machados;9481;3154507
MG;31;54606;Ribeirão das Neves;334858;3154606
MG;31;54705;Ribeirão Vermelho;4033;3154705
MG;31;54804;Rio Acima;10312;3154804
MG;31;54903;Rio Casca;13564;3154903
MG;31;55009;Rio Doce;2610;3155009
MG;31;55108;Rio do Prado;5150;3155108
MG;31;55207;Rio Espera;5474;3155207
MG;31;55306;Rio Manso;5832;3155306
MG;31;55405;Rio Novo;8949;3155405
MG;31;55504;Rio Paranaíba;12313;3155504
MG;31;55603;Rio Pardo de Minas;30914;3155603
MG;31;55702;Rio Piracicaba;14339;3155702
MG;31;55801;Rio Pomba;17910;3155801
MG;31;55900;Rio Preto;5476;3155900
MG;31;56007;Rio Vermelho;12846;3156007
MG;31;56106;Ritápolis;4604;3156106
MG;31;56205;Rochedo de Minas;2305;3156205
MG;31;56304;Rodeiro;8109;3156304
MG;31;56403;Romaria;3533;3156403
MG;31;56452;Rosário da Limeira;4594;3156452
MG;31;56502;Rubelita;5995;3156502
MG;31;56601;Rubim;10241;3156601
MG;31;56700;Sabará;136344;3156700
MG;31;56809;Sabinópolis;15470;3156809
MG;31;56908;Sacramento;26185;3156908
MG;31;57005;Salinas;41527;3157005
MG;31;57104;Salto da Divisa;7009;3157104
MG;31;57203;Santa Bárbara;31324;2927507
MG;31;57252;Santa Bárbara do Leste;8147;3157252
MG;31;57278;Santa Bárbara do Monte Verde;3150;3157278
MG;31;57302;Santa Bárbara do Tugúrio;4430;3157302
MG;31;57336;Santa Cruz de Minas;8604;3157336
MG;31;57377;Santa Cruz de Salinas;4142;3157377
MG;31;57401;Santa Cruz do Escalvado;4758;3157401
MG;31;57500;Santa Efigênia de Minas;4409;3157500
MG;31;57609;Santa Fé de Minas;3846;3157609
MG;31;57658;Santa Helena de Minas;6366;3157658
MG;31;57708;Santa Juliana;14003;3157708
MG;31;57807;Santa Luzia;219134;2110005
MG;31;57906;Santa Margarida;16208;3157906
MG;31;58003;Santa Maria de Itabira;10847;3158003
MG;31;58102;Santa Maria do Salto;5232;3158102
MG;31;58201;Santa Maria do Suaçuí;14615;3158201
MG;31;58300;Santana da Vargem;7100;3158300
MG;31;58409;Santana de Cataguases;3872;3158409
MG;31;58508;Santana de Pirapama;7642;3158508
MG;31;58607;Santana do Deserto;3976;3158607
MG;31;58706;Santana do Garambéu;2458;3158706
MG;31;58805;Santana do Jacaré;4821;3158805
MG;31;58904;Santana do Manhuaçu;8674;3158904
MG;31;58953;Santana do Paraíso;34663;3158953
MG;31;59001;Santana do Riacho;4295;3159001
MG;31;59100;Santana dos Montes;3777;3159100
MG;31;59209;Santa Rita de Caldas;8949;3159209
MG;31;59308;Santa Rita de Jacutinga;4884;3159308
MG;31;59357;Santa Rita de Minas;7212;3159357
MG;31;59407;Santa Rita de Ibitipoca;3425;3159407
MG;31;59506;Santa Rita do Itueto;5489;3159506
MG;31;59605;Santa Rita do Sapucaí;43260;3159605
MG;31;59704;Santa Rosa da Serra;3350;3159704
MG;31;59803;Santa Vitória;19742;3159803
MG;31;59902;Santo Antônio do Amparo;18525;3159902
MG;31;60009;Santo Antônio do Aventureiro;3602;3160009
MG;31;60108;Santo Antônio do Grama;3911;3160108
MG;31;60207;Santo Antônio do Itambé;3838;3160207
MG;31;60306;Santo Antônio do Jacinto;11640;3160306
MG;31;60405;Santo Antônio do Monte;28243;3160405
MG;31;60454;Santo Antônio do Retiro;7277;3160454
MG;31;60504;Santo Antônio do Rio Abaixo;1765;3160504
MG;31;60603;Santo Hipólito;3087;3160603
MG;31;60702;Santos Dumont;46487;3160702
MG;31;60801;São Bento Abade;5286;3160801
MG;31;60900;São Brás do Suaçuí;3738;3160900
MG;31;60959;São Domingos das Dores;5644;3160959
MG;31;61007;São Domingos do Prata;17359;3161007
MG;31;61056;São Félix de Minas;3369;3161056
MG;31;61106;São Francisco;56323;2513984
MG;31;61205;São Francisco de Paula;6527;3161205
MG;31;61304;São Francisco de Sales;6238;3161304
MG;31;61403;São Francisco do Glória;4844;3161403
MG;31;61502;São Geraldo;12366;3161502
MG;31;61601;São Geraldo da Piedade;3962;3161601
MG;31;61650;São Geraldo do Baixio;4012;3161650
MG;31;61700;São Gonçalo do Abaeté;8389;3161700
MG;31;61809;São Gonçalo do Pará;12411;3161809
MG;31;61908;São Gonçalo do Rio Abaixo;10920;3161908
MG;31;62005;São Gonçalo do Sapucaí;25449;3162005
MG;31;62104;São Gotardo;35469;3162104
MG;31;62203;São João Batista do Glória;7453;3162203
MG;31;62252;São João da Lagoa;4915;3162252
MG;31;62302;São João da Mata;2749;3162302
MG;31;62401;São João da Ponte;25165;3162401
MG;31;62450;São João das Missões;13014;3162450
MG;31;62500;São João del Rei;90082;3162500
MG;31;62559;São João do Manhuaçu;11559;3162559
MG;31;62575;São João do Manteninha;5859;3162575
MG;31;62609;São João do Oriente;7498;3162609
MG;31;62658;São João do Pacuí;4419;3162658
MG;31;62708;São João do Paraíso;23618;2111052
MG;31;62807;São João Evangelista;15774;3162807
MG;31;62906;São João Nepomuceno;26361;3162906
MG;31;62922;São Joaquim de Bicas;31578;3162922
MG;31;62948;São José da Barra;7426;3162948
MG;31;62955;São José da Lapa;23766;3162955
MG;31;63003;São José da Safira;4268;3163003
MG;31;63102;São José da Varginha;5004;3163102
MG;31;63201;São José do Alegre;4196;3163201
MG;31;63300;São José do Divino;3860;2210052
MG;31;63409;São José do Goiabal;5420;3163409
MG;31;63508;São José do Jacuri;6453;3163508
MG;31;63607;São José do Mantimento;2791;3163607
MG;31;63706;São Lourenço;45851;3163706
MG;31;63805;São Miguel do Anta;6938;3163805
MG;31;63904;São Pedro da União;4659;3163904
MG;31;64001;São Pedro dos Ferros;7781;3164001
MG;31;64100;São Pedro do Suaçuí;5246;3164100
MG;31;64209;São Romão;12337;3164209
MG;31;64308;São Roque de Minas;7051;3164308
MG;31;64407;São Sebastião da Bela Vista;5504;3164407
MG;31;64431;São Sebastião da Vargem Alegre;3007;3164431
MG;31;64472;São Sebastião do Anta;6555;3164472
MG;31;64506;São Sebastião do Maranhão;10044;3164506
MG;31;64605;São Sebastião do Oeste;6775;3164605
MG;31;64704;São Sebastião do Paraíso;70956;3164704
MG;31;64803;São Sebastião do Rio Preto;1506;3164803
MG;31;64902;São Sebastião do Rio Verde;2241;3164902
MG;31;65008;São Tiago;10941;3165008
MG;31;65107;São Tomás de Aquino;7021;3165107
MG;31;65206;São Thomé das Letras;7089;3165206
MG;31;65305;São Vicente de Minas;7753;3165305
MG;31;65404;Sapucaí-Mirim;6930;3165404
MG;31;65503;Sardoá;6300;3165503
MG;31;65537;Sarzedo;32752;3165537
MG;31;65552;Setubinha;12258;3165552
MG;31;65560;Sem-Peixe;2633;3165560
MG;31;65578;Senador Amaral;5356;3165578
MG;31;65602;Senador Cortes;2005;3165602
MG;31;65701;Senador Firmino;7812;3165701
MG;31;65800;Senador José Bento;1502;3165800
MG;31;65909;Senador Modestino Gonçalves;4156;3165909
MG;31;66006;Senhora de Oliveira;5786;3166006
MG;31;66105;Senhora do Porto;3523;3166105
MG;31;66204;Senhora dos Remédios;10459;3166204
MG;31;66303;Sericita;7326;3166303
MG;31;66402;Seritinga;1851;3166402
MG;31;66501;Serra Azul de Minas;4293;3166501
MG;31;66600;Serra da Saudade;781;3166600
MG;31;66709;Serra dos Aimorés;8699;3166709
MG;31;66808;Serra do Salitre;11582;3166808
MG;31;66907;Serrania;7669;3166907
MG;31;66956;Serranópolis de Minas;4781;3166956
MG;31;67004;Serranos;1963;3167004
MG;31;67103;Serro;20966;3167103
MG;31;67202;Sete Lagoas;239639;3167202
MG;31;67301;Silveirânia;2261;3167301
MG;31;67400;Silvianópolis;6238;3167400
MG;31;67509;Simão Pereira;2615;3167509
MG;31;67608;Simonésia;19633;3167608
MG;31;67707;Sobrália;5553;3167707
MG;31;67806;Soledade de Minas;6151;3167806
MG;31;67905;Tabuleiro;3750;3167905
MG;31;68002;Taiobeiras;34132;3168002
MG;31;68051;Taparuba;3110;3168051
MG;31;68101;Tapira;4773;3168101
MG;31;68200;Tapiraí;1875;3168200
MG;31;68309;Taquaraçu de Minas;4077;3168309
MG;31;68408;Tarumirim;14326;3168408
MG;31;68507;Teixeiras;11661;3168507
MG;31;68606;Teófilo Otoni;140592;3168606
MG;31;68705;Timóteo;89842;3168705
MG;31;68804;Tiradentes;7981;3168804
MG;31;68903;Tiros;6480;3168903
MG;31;69000;Tocantins;16659;3169000
MG;31;69059;Tocos do Moji;4101;3169059
MG;31;69109;Toledo;6258;3169109
MG;31;69208;Tombos;8022;3169208
MG;31;69307;Três Corações;79482;3169307
MG;31;69356;Três Marias;32356;3169356
MG;31;69406;Três Pontas;56746;3169406
MG;31;69505;Tumiritinga;6732;3169505
MG;31;69604;Tupaciguara;25327;3169604
MG;31;69703;Turmalina;19964;3169703
MG;31;69802;Turvolândia;5040;3169802
MG;31;69901;Ubá;115552;3169901
MG;31;70008;Ubaí;12533;3170008
MG;31;70057;Ubaporanga;12471;3170057
MG;31;70107;Uberaba;333783;3170107
MG;31;70206;Uberlândia;691305;3170206
MG;31;70305;Umburatiba;2611;3170305
MG;31;70404;Unaí;84378;3170404
MG;31;70438;União de Minas;4304;3170438
MG;31;70479;Uruana de Minas;3264;3170479
MG;31;70503;Urucânia;10358;3170503
MG;31;70529;Urucuia;16865;3170529
MG;31;70578;Vargem Alegre;6480;3170578
MG;31;70602;Vargem Bonita;2153;3170602
MG;31;70651;Vargem Grande do Rio Pardo;5007;3170651
MG;31;70701;Varginha;135558;3170701
MG;31;70750;Varjão de Minas;7036;3170750
MG;31;70800;Várzea da Palma;39493;3170800
MG;31;70909;Varzelândia;19320;3170909
MG;31;71006;Vazante;20590;3171006
MG;31;71030;Verdelândia;9355;3171030
MG;31;71071;Veredinha;5720;3171071
MG;31;71105;Veríssimo;3999;3171105
MG;31;71154;Vermelho Novo;4839;3171154
MG;31;71204;Vespasiano;127601;3171204
MG;31;71303;Viçosa;78846;2414902
MG;31;71402;Vieiras;3608;3171402
MG;31;71501;Mathias Lobato;3203;3171501
MG;31;71600;Virgem da Lapa;13752;3171600
MG;31;71709;Virgínia;8674;3171709
MG;31;71808;Virginópolis;10510;3171808
MG;31;71907;Virgolândia;5380;3171907
MG;31;72004;Visconde do Rio Branco;42564;3172004
MG;31;72103;Volta Grande;5252;3172103
MG;31;72202;Wenceslau Braz;2552;3172202
ES;32;102;Afonso Cláudio;30586;3200102
ES;32;136;Águia Branca;9642;3200136
ES;32;169;Água Doce do Norte;11019;3200169
ES;32;201;Alegre;30084;3200201
ES;32;300;Alfredo Chaves;14601;3200300
ES;32;359;Alto Rio Novo;7836;3200359
ES;32;409;Anchieta;29263;3200409
ES;32;508;Apiacá;7567;3200508
ES;32;607;Aracruz;101220;3200607
ES;32;706;Atilio Vivacqua;11936;3200706
ES;32;805;Baixo Guandu;30998;3200805
ES;32;904;Barra de São Francisco;44650;3200904
ES;32;1001;Boa Esperança;15037;3107109
ES;32;1100;Bom Jesus do Norte;9936;3201100
ES;32;1159;Brejetuba;12404;3201159
ES;32;1209;Cachoeiro de Itapemirim;208972;3201209
ES;32;1308;Cariacica;381285;3201308
ES;32;1407;Castelo;37534;3201407
ES;32;1506;Colatina;122499;3201506
ES;32;1605;Conceição da Barra;31063;3201605
ES;32;1704;Conceição do Castelo;12723;3201704
ES;32;1803;Divino de São Lourenço;4304;3201803
ES;32;1902;Domingos Martins;33850;3201902
ES;32;2009;Dores do Rio Preto;6749;3202009
ES;32;2108;Ecoporanga;22923;3202108
ES;32;2207;Fundão;21509;3202207
ES;32;2256;Governador Lindenberg;12709;3202256
ES;32;2306;Guaçuí;30867;3202306
ES;32;2405;Guarapari;124859;3202405
ES;32;2454;Ibatiba;26082;3202454
ES;32;2504;Ibiraçu;12479;3202504
ES;32;2553;Ibitirama;8889;3202553
ES;32;2603;Iconha;13860;3202603
ES;32;2652;Irupi;13377;3202652
ES;32;2702;Itaguaçu;14066;3202702
ES;32;2801;Itapemirim;34348;3202801
ES;32;2900;Itarana;10555;3202900
ES;32;3007;Iúna;29161;3203007
ES;32;3056;Jaguaré;30477;3203056
ES;32;3106;Jerônimo Monteiro;12192;3203106
ES;32;3130;João Neiva;16668;3203130
ES;32;3163;Laranja da Terra;10947;3203163
ES;32;3205;Linhares;173555;3203205
ES;32;3304;Mantenópolis;15350;3203304
ES;32;3320;Marataízes;38499;3203320
ES;32;3346;Marechal Floriano;16694;3203346
ES;32;3353;Marilândia;12833;3203353
ES;32;3403;Mimoso do Sul;26153;3203403
ES;32;3502;Montanha;18833;3203502
ES;32;3601;Mucurici;5524;3203601
ES;32;3700;Muniz Freire;17465;3203700
ES;32;3809;Muqui;15449;3203809
ES;32;3908;Nova Venécia;50110;3203908
ES;32;4005;Pancas;23184;3204005
ES;32;4054;Pedro Canário;26184;3204054
ES;32;4104;Pinheiros;27047;3204104
ES;32;4203;Piúma;21711;3204203
ES;32;4252;Ponto Belo;7863;3204252
ES;32;4302;Presidente Kennedy;11574;1718402
ES;32;4351;Rio Bananal;19141;3204351
ES;32;4401;Rio Novo do Sul;11622;3204401
ES;32;4500;Santa Leopoldina;12224;3204500
ES;32;4559;Santa Maria de Jetibá;40431;3204559
ES;32;4609;Santa Teresa;23590;3204609
ES;32;4658;São Domingos do Norte;8638;3204658
ES;32;4708;São Gabriel da Palha;37947;3204708
ES;32;4807;São José do Calçado;10556;3204807
ES;32;4906;São Mateus;130611;3204906
ES;32;4955;São Roque do Canaã;12415;3204955
ES;32;5002;Serra;517510;3205002
ES;32;5010;Sooretama;30070;3205010
ES;32;5036;Vargem Alta;21402;3205036
ES;32;5069;Venda Nova do Imigrante;25277;3205069
ES;32;5101;Viana;78239;2112803
ES;32;5150;Vila Pavão;9208;3205150
ES;32;5176;Vila Valério;14080;3205176
ES;32;5200;Vila Velha;493838;3205200
ES;32;5309;Vitória;362097;3205309
RJ;33;100;Angra dos Reis;203785;3300100
RJ;33;159;Aperibé;11759;3300159
RJ;33;209;Araruama;132400;3300209
RJ;33;225;Areal;12572;3300225
RJ;33;233;Armação dos Búzios;33870;3300233
RJ;33;258;Arraial do Cabo;30349;3300258
RJ;33;308;Barra do Piraí;100374;3300308
RJ;33;407;Barra Mansa;184412;3300407
RJ;33;456;Belford Roxo;510906;3300456
RJ;33;506;Bom Jardim;27446;2102002
RJ;33;605;Bom Jesus do Itabapoana;37096;3300605
RJ;33;704;Cabo Frio;226525;3300704
RJ;33;803;Cachoeiras de Macacu;58937;3300803
RJ;33;902;Cambuci;15505;3300902
RJ;33;936;Carapebus;16301;3300936
RJ;33;951;Comendador Levy Gasparian;8561;3300951
RJ;33;1009;Campos dos Goytacazes;507548;3301009
RJ;33;1108;Cantagalo;20172;3112059
RJ;33;1157;Cardoso Moreira;12823;3301157
RJ;33;1207;Carmo;18895;3301207
RJ;33;1306;Casimiro de Abreu;44184;3301306
RJ;33;1405;Conceição de Macabu;23228;3301405
RJ;33;1504;Cordeiro;21926;3301504
RJ;33;1603;Duas Barras;11492;3301603
RJ;33;1702;Duque de Caxias;919596;3301702
RJ;33;1801;Engenheiro Paulo de Frontin;14002;3301801
RJ;33;1850;Guapimirim;60517;3301850
RJ;33;1876;Iguaba Grande;28310;3301876
RJ;33;1900;Itaboraí;240592;3301900
RJ;33;2007;Itaguaí;133019;3302007
RJ;33;2056;Italva;15207;3302056
RJ;33;2106;Itaocara;23234;3302106
RJ;33;2205;Itaperuna;103224;3302205
RJ;33;2254;Itatiaia;31805;3302254
RJ;33;2270;Japeri;104768;3302270
RJ;33;2304;Laje do Muriaé;7355;3302304
RJ;33;2403;Macaé;256672;3302403
RJ;33;2452;Macuco;5599;3302452
RJ;33;2502;Magé;245071;3302502
RJ;33;2601;Mangaratiba;44468;3302601
RJ;33;2700;Maricá;161207;3302700
RJ;33;2809;Mendes;18614;3302809
RJ;33;2858;Mesquita;176103;3141702
RJ;33;2908;Miguel Pereira;25538;3302908
RJ;33;3005;Miracema;27174;3303005
RJ;33;3104;Natividade;15317;1714203
RJ;33;3203;Nilópolis;162485;3303203
RJ;33;3302;Niterói;513584;3303302
RJ;33;3401;Nova Friburgo;190631;3303401
RJ;33;3500;Nova Iguaçu;821128;3303500
RJ;33;3609;Paracambi;52257;3303609
RJ;33;3708;Paraíba do Sul;44285;3303708
RJ;33;3807;Paraty;43165;3303807
RJ;33;3856;Paty do Alferes;27769;3303856
RJ;33;3906;Petrópolis;306191;3303906
RJ;33;3955;Pinheiral;25156;3303955
RJ;33;4003;Piraí;29277;3304003
RJ;33;4102;Porciúncula;18847;3304102
RJ;33;4110;Porto Real;19683;3304110
RJ;33;4128;Quatis;14302;3304128
RJ;33;4144;Queimados;150319;3304144
RJ;33;4151;Quissamã;24700;3304151
RJ;33;4201;Resende;131341;3304201
RJ;33;4300;Rio Bonito;60201;3304300
RJ;33;4409;Rio Claro;18529;3304409
RJ;33;4508;Rio das Flores;9284;3304508
RJ;33;4524;Rio das Ostras;150674;3304524
RJ;33;4557;Rio de Janeiro;6718903;3304557
RJ;33;4607;Santa Maria Madalena;10404;3304607
RJ;33;4706;Santo Antônio de Pádua;42479;3304706
RJ;33;4755;São Francisco de Itabapoana;42205;3304755
RJ;33;4805;São Fidélis;38669;3304805
RJ;33;4904;São Gonçalo;1084839;3304904
RJ;33;5000;São João da Barra;36102;3305000
RJ;33;5109;São João de Meriti;472406;3305109
RJ;33;5133;São José de Ubá;7171;3305133
RJ;33;5158;São José do Vale do Rio Preto;21795;3305158
RJ;33;5208;São Pedro da Aldeia;104476;3305208
RJ;33;5307;São Sebastião do Alto;9357;3305307
RJ;33;5406;Sapucaia;18228;1507755
RJ;33;5505;Saquarema;89170;3305505
RJ;33;5554;Seropédica;82312;3305554
RJ;33;5604;Silva Jardim;21774;3305604
RJ;33;5703;Sumidouro;15623;3305703
RJ;33;5752;Tanguá;34309;3305752
RJ;33;5802;Teresópolis;182594;3305802
RJ;33;5901;Trajano de Moraes;10626;3305901
RJ;33;6008;Três Rios;81804;3306008
RJ;33;6107;Valença;76523;2932903
RJ;33;6156;Varre-Sai;11000;3306156
RJ;33;6206;Vassouras;36896;3306206
RJ;33;6305;Volta Redonda;273012;3306305
SP;35;105;Adamantina;35068;3500105
SP;35;204;Adolfo;3562;3500204
SP;35;303;Aguaí;36305;3500303
SP;35;402;Águas da Prata;8180;3500402
SP;35;501;Águas de Lindóia;18705;3500501
SP;35;550;Águas de Santa Bárbara;6075;3500550
SP;35;600;Águas de São Pedro;3451;3500600
SP;35;709;Agudos;37214;3500709
SP;35;758;Alambari;6025;3500758
SP;35;808;Alfredo Marcondes;4166;3500808
SP;35;907;Altair;4160;3500907
SP;35;1004;Altinópolis;16184;3501004
SP;35;1103;Alto Alegre;4099;1400050
SP;35;1152;Alumínio;18628;3501152
SP;35;1202;Álvares Florence;3679;3501202
SP;35;1301;Álvares Machado;24915;3501301
SP;35;1400;Álvaro de Carvalho;5227;3501400
SP;35;1509;Alvinlândia;3222;3501509
SP;35;1608;Americana;239597;3501608
SP;35;1707;Américo Brasiliense;40504;3501707
SP;35;1806;Américo de Campos;5969;3501806
SP;35;1905;Amparo;72195;2500734
SP;35;2002;Analândia;4995;3502002
SP;35;2101;Andradina;57157;3502101
SP;35;2200;Angatuba;25228;3502200
SP;35;2309;Anhembi;6724;3502309
SP;35;2408;Anhumas;4115;3502408
SP;35;2507;Aparecida;36157;2500775
SP;35;2606;Aparecida d'Oeste;4196;3502606
SP;35;2705;Apiaí;24374;3502705
SP;35;2754;Araçariguama;22364;3502754
SP;35;2804;Araçatuba;197016;3502804
SP;35;2903;Araçoiaba da Serra;34146;3502903
SP;35;3000;Aramina;5620;3503000
SP;35;3109;Arandu;6357;3503109
SP;35;3158;Arapeí;2469;3503158
SP;35;3208;Araraquara;236072;3503208
SP;35;3307;Araras;134236;3503307
SP;35;3356;Arco-Íris;1791;3503356
SP;35;3406;Arealva;8560;3503406
SP;35;3505;Areias;3886;3503505
SP;35;3604;Areiópolis;11129;3503604
SP;35;3703;Ariranha;9668;3503703
SP;35;3802;Artur Nogueira;54408;3503802
SP;35;3901;Arujá;89824;3503901
SP;35;3950;Aspásia;1822;3503950
SP;35;4008;Assis;104386;3504008
SP;35;4107;Atibaia;142761;3504107
SP;35;4206;Auriflama;15189;3504206
SP;35;4305;Avaí;5403;3504305
SP;35;4404;Avanhandava;13649;3504404
SP;35;4503;Avaré;90655;3504503
SP;35;4602;Bady Bassitt;17502;3504602
SP;35;4701;Balbinos;5735;3504701
SP;35;4800;Bálsamo;9068;3504800
SP;35;4909;Bananal;10945;3504909
SP;35;5005;Barão de Antonina;3469;3505005
SP;35;5104;Barbosa;7402;3505104
SP;35;5203;Bariri;35264;3505203
SP;35;5302;Barra Bonita;36126;3505302
SP;35;5351;Barra do Chapéu;5724;3505351
SP;35;5401;Barra do Turvo;7659;3505401
SP;35;5500;Barretos;122098;3505500
SP;35;5609;Barrinha;32812;3505609
SP;35;5708;Barueri;274182;3505708
SP;35;5807;Bastos;20953;3505807
SP;35;5906;Batatais;62508;3505906
SP;35;6003;Bauru;376818;3506003
SP;35;6102;Bebedouro;77496;3506102
SP;35;6201;Bento de Abreu;2980;3506201
SP;35;6300;Bernardino de Campos;11148;3506300
SP;35;6359;Bertioga;63249;3506359
SP;35;6409;Bilac;8034;3506409
SP;35;6508;Birigui;123638;3506508
SP;35;6607;Biritiba-Mirim;32598;3506607
SP;35;6706;Boa Esperança do Sul;14923;3506706
SP;35;6805;Bocaina;12329;2201804
SP;35;6904;Bofete;11730;3506904
SP;35;7001;Boituva;60997;3507001
SP;35;7100;Bom Jesus dos Perdões;25448;3507100
SP;35;7159;Bom Sucesso de Itararé;3954;3507159
SP;35;7209;Borá;837;3507209
SP;35;7308;Boracéia;4823;3507308
SP;35;7407;Borborema;16046;2502706
SP;35;7456;Borebi;2653;3507456
SP;35;7506;Botucatu;146497;3507506
