UF;CODUF;CODMUNIC;MUNICIPIO;POPULACAO;GEOCODE
RN;24;10702;Riacho da Cruz;3579;2410702
RN;24;10801;Riacho de Santana;4204;2410801
RN;24;10900;Riachuelo;8128;2410900
RN;24;11007;Rodolfo Fernandes;4467;2411007
RN;24;11056;Tibau;4106;2411056
RN;24;11106;Ruy Barbosa;3600;2411106
RN;24;11205;Santa Cruz;39674;2411205
RN;24;11403;Santana do Matos;12791;2411403
RN;24;11429;Santana do Seridó;2680;2411429
RN;24;11502;Santo Antônio;24136;2411502
RN;24;11601;São Bento do Norte;2747;2411601
RN;24;11700;São Bento do Trairí;4449;2411700
RN;24;11809;São Fernando;3584;2411809
RN;24;11908;São Francisco do Oeste;4228;2411908
RN;24;12005;São Gonçalo do Amarante;102400;2312403
RN;24;12104;São João do Sabugi;6193;2412104
RN;24;12203;São José de Mipibu;43899;2412203
RN;24;12302;São José do Campestre;12856;2412302
RN;24;12401;São José do Seridó;4634;2412401
RN;24;12500;São Miguel;23519;2412500
RN;24;12559;São Miguel do Gostoso;10282;2412559
RN;24;12609;São Paulo do Potengi;17579;2412609
RN;24;12708;São Pedro;5971;2412708
RN;24;12807;São Rafael;8202;2412807
RN;24;12906;São Tomé;11055;2412906
RN;24;13003;São Vicente;6424;2413003
RN;24;13102;Senador Elói de Souza;6086;2413102
RN;24;13201;Senador Georgino Avelino;4440;2413201
RN;24;13300;Serra de São Bento;5762;2413300
RN;24;13359;Serra do Mel;11938;2413359
RN;24;13409;Serra Negra do Norte;8078;2413409
RN;24;13508;Serrinha;6229;2413508
RN;24;13557;Serrinha dos Pintos;4800;2413557
RN;24;13607;Severiano Melo;2440;2413607
RN;24;13706;Sítio Novo;5522;2111805
RN;24;13805;Taboleiro Grande;2566;2413805
RN;24;13904;Taipu;12279;2413904
RN;24;14001;Tangará;15727;2414001
RN;24;14100;Tenente Ananias;10786;2414100
RN;24;14159;Tenente Laurentino Cruz;5952;2414159
RN;24;14209;Tibau do Sul;14180;2414209
RN;24;14308;Timbaúba dos Batistas;2414;2414308
RN;24;14407;Touros;33287;2414407
RN;24;14456;Triunfo Potiguar;3237;2414456
RN;24;14506;Umarizal;10555;2414506
RN;24;14605;Upanema;14659;2414605
RN;24;14704;Várzea;5500;2414704
RN;24;14753;Venha-Ver;4177;2414753
RN;24;14803;Vera Cruz;12481;2414803
RN;24;14902;Viçosa;1718;2414902
RN;24;15008;Vila Flor;3170;2415008
PB;25;106;Água Branca;10234;2200202
PB;25;205;Aguiar;5640;2500205
PB;25;304;Alagoa Grande;28496;2500304
PB;25;403;Alagoa Nova;20849;2500403
PB;25;502;Alagoinha;14489;2500502
PB;25;536;Alcantil;5492;2500536
PB;25;577;Algodão de Jandaíra;2567;2500577
PB;25;601;Alhandra;19588;2500601
PB;25;700;São João do Rio do Peixe;18034;2500700
PB;25;734;Amparo;2238;2500734
PB;25;775;Aparecida;8347;2500775
PB;25;809;Araçagi;16987;2500809
PB;25;908;Arara;13470;2500908
PB;25;1005;Araruna;20312;2501005
PB;25;1104;Areia;22819;2501104
PB;25;1153;Areia de Baraúnas;2128;2501153
PB;25;1203;Areial;6998;2501203
PB;25;1302;Aroeiras;19153;2501302
PB;25;1351;Assunção;3990;2501351
PB;25;1401;Baía da Traição;8993;2501401
PB;25;1500;Bananeiras;21318;2501500
PB;25;1534;Baraúna;4892;2401453
PB;25;1575;Barra de Santana;8359;2501575
PB;25;1609;Barra de Santa Rosa;15384;2501609
PB;25;1708;Barra de São Miguel;6036;2501708
PB;25;1807;Bayeux;96880;2501807
PB;25;1906;Belém;17676;1501402
PB;25;2003;Belém do Brejo do Cruz;7342;2502003
PB;25;2052;Bernardino Batista;3501;2502052
PB;25;2102;Boa Ventura;5366;2502102
PB;25;2151;Boa Vista;7051;1400100
PB;25;2201;Bom Jesus;2561;2201903
PB;25;2300;Bom Sucesso;4975;2502300
PB;25;2409;Bonito de Santa Fé;11917;2502409
PB;25;2508;Boqueirão;17804;2502508
PB;25;2607;Igaracy;6117;2502607
PB;25;2706;Borborema;5263;2502706
PB;25;2805;Brejo do Cruz;14122;2502805
PB;25;2904;Brejo dos Santos;6449;2502904
PB;25;3001;Caaporã;21828;2503001
PB;25;3100;Cabaceiras;5611;2503100
PB;25;3209;Cabedelo;67736;2503209
PB;25;3308;Cachoeira dos Índios;10244;2503308
PB;25;3407;Cacimba de Areia;3682;2503407
PB;25;3506;Cacimba de Dentro;17187;2503506
PB;25;3555;Cacimbas;7173;2503555
PB;25;3605;Caiçara;7201;2503605
PB;25;3704;Cajazeiras;61993;2503704
PB;25;3753;Cajazeirinhas;3193;2503753
PB;25;3803;Caldas Brandão;6014;2503803
PB;25;3902;Camalaú;6013;2503902
PB;25;4009;Campina Grande;409731;2504009
PB;25;4033;Capim;6523;2504033
PB;25;4074;Caraúbas;4162;2402303
PB;25;4108;Carrapateira;2659;2504108
PB;25;4157;Casserengue;7468;2504157
PB;25;4207;Catingueira;4932;2504207
PB;25;4306;Catolé do Rocha;30546;2504306
PB;25;4355;Caturité;4852;2504355
PB;25;4405;Conceição;18982;2504405
PB;25;4504;Condado;6654;2504504
PB;25;4603;Conde;24670;2504603
PB;25;4702;Congo;4786;2504702
PB;25;4801;Coremas;15445;2504801
PB;25;4850;Coxixola;1921;2504850
PB;25;4900;Cruz do Espírito Santo;17319;2504900
PB;25;5006;Cubati;7797;2505006
PB;25;5105;Cuité;20338;2505105
PB;25;5204;Cuitegi;6803;2505204
PB;25;5238;Cuité de Mamanguape;6353;2505238
PB;25;5279;Curral de Cima;5227;2505279
PB;25;5303;Curral Velho;2516;2505303
PB;25;5352;Damião;5330;2505352
PB;25;5402;Desterro;8297;2505402
PB;25;5501;Vista Serrana;3798;2505501
PB;25;5600;Diamante;6552;2505600
PB;25;5709;Dona Inês;10453;2505709
PB;25;5808;Duas Estradas;3596;2505808
PB;25;5907;Emas;3522;2505907
PB;25;6004;Esperança;33007;2506004
PB;25;6103;Fagundes;11253;2506103
PB;25;6202;Frei Martinho;2989;2506202
PB;25;6251;Gado Bravo;8316;2506251
PB;25;6301;Guarabira;58833;2506301
PB;25;6400;Gurinhém;14129;2506400
PB;25;6509;Gurjão;3428;2506509
PB;25;6608;Ibiara;5929;2506608
PB;25;6707;Imaculada;11819;2506707
PB;25;6806;Ingá;18103;2506806
PB;25;6905;Itabaiana;24477;2506905
PB;25;7002;Itaporanga;24692;2507002
PB;25;7101;Itapororoca;18664;2507101
PB;25;7200;Itatuba;10962;2507200
PB;25;7309;Jacaraú;14431;2507309
PB;25;7408;Jericó;7739;2507408
PB;25;7507;João Pessoa;809015;2507507
PB;25;7606;Juarez Távora;7936;2507606
PB;25;7705;Juazeirinho;18171;2507705
PB;25;7804;Junco do Seridó;7150;2507804
PB;25;7903;Juripiranga;10756;2507903
PB;25;8000;Juru;9867;2508000
PB;25;8109;Lagoa;4666;2508109
PB;25;8208;Lagoa de Dentro;7719;2508208
PB;25;8307;Lagoa Seca;27503;2508307
PB;25;8406;Lastro;2737;2508406
PB;25;8505;Livramento;7256;2508505
PB;25;8554;Logradouro;4332;2508554
PB;25;8604;Lucena;13080;2508604
PB;25;8703;Mãe d'Água;4009;2508703
PB;25;8802;Malta;5759;2508802
PB;25;8901;Mamanguape;44882;2508901
PB;25;9008;Manaíra;10955;2509008
PB;25;9057;Marcação;8558;2509057
PB;25;9107;Mari;21837;2509107
PB;25;9156;Marizópolis;6617;2509156
PB;25;9206;Massaranduba;13918;2509206
PB;25;9305;Mataraca;8434;2509305
PB;25;9339;Matinhas;4500;2509339
PB;25;9370;Mato Grosso;2908;2509370
PB;25;9396;Maturéia;6569;2509396
PB;25;9404;Mogeiro;13284;2509404
PB;25;9503;Montadas;5669;2509503
PB;25;9602;Monte Horebe;4816;2509602
PB;25;9701;Monteiro;33222;2509701
PB;25;9800;Mulungu;9902;2309102
PB;25;9909;Natuba;10454;2509909
PB;25;10006;Nazarezinho;7301;2510006
PB;25;10105;Nova Floresta;10638;2510105
PB;25;10204;Nova Olinda;5949;1714880
PB;25;10303;Nova Palmeira;4906;2510303
PB;25;10402;Olho d'Água;6526;2510402
PB;25;10501;Olivedos;3932;2510501
PB;25;10600;Ouro Velho;3039;2510600
PB;25;10659;Parari;1771;2510659
PB;25;10709;Passagem;2419;2409209
PB;25;10808;Patos;107605;2510808
PB;25;10907;Paulista;12347;2510907
PB;25;11004;Pedra Branca;3801;2310506
PB;25;11103;Pedra Lavrada;7843;2511103
PB;25;11202;Pedras de Fogo;28458;2511202
PB;25;11301;Piancó;16075;2511301
PB;25;11400;Picuí;18703;2511400
PB;25;11509;Pilar;11917;2511509
PB;25;11608;Pilões;6635;2410009
PB;25;11707;Pilõezinhos;4976;2511707
PB;25;11806;Pirpirituba;10579;2511806
PB;25;11905;Pitimbu;19065;2511905
PB;25;12002;Pocinhos;18564;2512002
PB;25;12036;Poço Dantas;3888;2512036
PB;25;12077;Poço de José de Moura;4307;2512077
PB;25;12101;Pombal;32801;2512101
PB;25;12200;Prata;4209;2512200
PB;25;12309;Princesa Isabel;23345;2512309
PB;25;12408;Puxinanã;13680;2512408
PB;25;12507;Queimadas;43967;2512507
PB;25;12606;Quixaba;1956;2512606
PB;25;12705;Remígio;19621;2512705
PB;25;12721;Pedro Régis;6089;2512721
PB;25;12747;Riachão;3588;2109502
PB;25;12754;Riachão do Bacamarte;4521;2512754
PB;25;12762;Riachão do Poço;4509;2512762
PB;25;12788;Riacho de Santo Antônio;1948;2512788
PB;25;12804;Riacho dos Cavalos;8526;2512804
PB;25;12903;Rio Tinto;24176;2512903
PB;25;13000;Salgadinho;3885;2513000
PB;25;13109;Salgado de São Félix;12140;2513109
PB;25;13158;Santa Cecília;6558;2513158
PB;25;13208;Santa Cruz;6583;2411205
PB;25;13307;Santa Helena;5889;2109809
PB;25;13356;Santa Inês;3595;2109908
PB;25;13406;Santa Luzia;15382;2110005
PB;25;13505;Santana de Mangueira;5162;2513505
PB;25;13604;Santana dos Garrotes;7031;2513604
PB;25;13653;Joca Claudino*;2636;2513653
PB;25;13703;Santa Rita;136586;2110203
PB;25;13802;Santa Teresinha;4573;2513802
PB;25;13851;Santo André;2521;2513851
PB;25;13901;São Bento;34031;2110500
PB;25;13927;São Bentinho;4529;2513927
PB;25;13943;São Domingos do Cariri;2615;2513943
PB;25;13968;São Domingos;3073;2513968
PB;25;13984;São Francisco;3392;2513984
PB;25;14008;São João do Cariri;4199;2514008
PB;25;14107;São João do Tigre;4422;2514107
PB;25;14206;São José da Lagoa Tapada;7630;2514206
PB;25;14305;São José de Caiana;6359;2514305
PB;25;14404;São José de Espinharas;4682;2514404
PB;25;14453;São José dos Ramos;5957;2514453
PB;25;14503;São José de Piranhas;20251;2514503
PB;25;14552;São José de Princesa;4003;2514552
PB;25;14602;São José do Bonfim;3557;2514602
PB;25;14651;São José do Brejo do Cruz;1801;2514651
PB;25;14701;São José do Sabugi;4141;2514701
PB;25;14800;São José dos Cordeiros;3628;2514800
PB;25;14909;São Mamede;7724;2514909
PB;25;15005;São Miguel de Taipu;7368;2515005
PB;25;15104;São Sebastião de Lagoa de Roça;11661;2515104
PB;25;15203;São Sebastião do Umbuzeiro;3489;2515203
PB;25;15302;Sapé;52625;2515302
PB;25;15401;São Vicente do Seridó;10775;2515401
PB;25;15500;Serra Branca;13699;2515500
PB;25;15609;Serra da Raiz;3148;2515609
PB;25;15708;Serra Grande;2909;2515708
PB;25;15807;Serra Redonda;7041;2515807
PB;25;15906;Serraria;6099;2515906
PB;25;15930;Sertãozinho;5024;2515930
PB;25;15971;Sobrado;7783;2515971
PB;25;16003;Solânea;26407;2516003
PB;25;16102;Soledade;14989;2516102
PB;25;16151;Sossêgo;3555;2516151
PB;25;16201;Sousa;69444;2516201
PB;25;16300;Sumé;16966;2516300
PB;25;16409;Tacima*;10911;2516409
PB;25;16508;Taperoá;15376;2516508
PB;25;16607;Tavares;14726;2516607
PB;25;16706;Teixeira;15161;2516706
PB;25;16755;Tenório;3058;2516755
PB;25;16805;Triunfo;9455;2516805
PB;25;16904;Uiraúna;15242;2516904
PB;25;17001;Umbuzeiro;9907;2517001
PB;25;17100;Várzea;2810;2414704
PB;25;17209;Vieirópolis;5348;2517209
PB;25;17407;Zabelê;2240;2517407
PE;26;54;Abreu e Lima;99990;2600054
PE;26;104;Afogados da Ingazeira;37259;2600104
PE;26;203;Afrânio;19635;2600203
PE;26;302;Agrestina;24885;2600302
PE;26;401;Água Preta;36771;2600401
PE;26;500;Águas Belas;43443;2600500
PE;26;609;Alagoinha;14636;2500502
PE;26;708;Aliança;38386;2600708
PE;26;807;Altinho;22972;2600807
PE;26;906;Amaraji;22829;2600906
PE;26;1003;Angelim;11150;2601003
PE;26;1052;Araçoiaba;20524;2601052
PE;26;1102;Araripina;84418;2601102
PE;26;1201;Arcoverde;74338;2601201
PE;26;1300;Barra de Guabiraba;14385;2601300
PE;26;1409;Barreiros;42659;2601409
PE;26;1508;Belém de Maria;12073;2601508
PE;26;1607;Belém do São Francisco;20729;2601607
PE;26;1706;Belo Jardim;76439;2601706
PE;26;1805;Betânia;12719;2601805
PE;26;1904;Bezerros;60798;2601904
PE;26;2001;Bodocó;38146;2602001
PE;26;2100;Bom Conselho;48554;2602100
PE;26;2209;Bom Jardim;39184;2102002
PE;26;2308;Bonito;38134;1501600
PE;26;2407;Brejão;8993;2602407
PE;26;2506;Brejinho;7487;2401800
PE;26;2605;Brejo da Madre de Deus;50742;2602605
PE;26;2704;Buenos Aires;13155;2602704
PE;26;2803;Buíque;58378;2602803
PE;26;2902;Cabo de Santo Agostinho;207048;2602902
PE;26;3009;Cabrobó;34221;2603009
PE;26;3108;Cachoeirinha;20380;1703826
PE;26;3207;Caetés;28739;2603207
PE;26;3306;Calçado;11053;2603306
PE;26;3405;Calumbi;5750;2603405
PE;26;3454;Camaragibe;157828;2603454
PE;26;3504;Camocim de São Félix;18765;2603504
PE;26;3603;Camutanga;8551;2603603
PE;26;3702;Canhotinho;24804;2603702
PE;26;3801;Capoeiras;20048;2603801
PE;26;3900;Carnaíba;19551;2603900
PE;26;3926;Carnaubeira da Penha;12932;2603926
PE;26;4007;Carpina;83641;2604007
PE;26;4106;Caruaru;361118;2604106
PE;26;4155;Casinhas;14341;2604155
PE;26;4205;Catende;42892;2604205
PE;26;4304;Cedro;11807;2303808
PE;26;4403;Chã de Alegria;13518;2604403
PE;26;4502;Chã Grande;21698;2604502
PE;26;4601;Condado;26421;2504504
PE;26;4700;Correntes;18207;2604700
PE;26;4809;Cortês;12578;2604809
PE;26;4908;Cumaru;10906;2604908
PE;26;5004;Cupira;24107;2605004
PE;26;5103;Custódia;37111;2605103
PE;26;5152;Dormentes;18908;2605152
PE;26;5202;Escada;68875;2605202
PE;26;5301;Exu;31825;2605301
PE;26;5400;Feira Nova;22131;2605400
PE;26;5459;Fernando de Noronha;3061;2605459
PE;26;5509;Ferreiros;12123;2605509
PE;26;5608;Flores;22624;2605608
PE;26;5707;Floresta;32873;2605707
PE;26;5806;Frei Miguelinho;15457;2605806
PE;26;5905;Gameleira;31052;2605905
PE;26;6002;Garanhuns;139788;2606002
PE;26;6101;Glória do Goitá;30604;2606101
PE;26;6200;Goiana;79758;2606200
PE;26;6309;Granito;7486;2606309
PE;26;6408;Gravatá;84074;2606408
PE;26;6507;Iati;19197;2606507
PE;26;6606;Ibimirim;29235;2606606
PE;26;6705;Ibirajuba;7762;2606705
PE;26;6804;Igarassu;117019;2606804
PE;26;6903;Iguaracy;12228;2606903
PE;26;7000;Inajá;23247;2607000
PE;26;7109;Ingazeira;4548;2607109
PE;26;7208;Ipojuca;96204;2607208
PE;26;7307;Ipubi;30854;2607307
PE;26;7406;Itacuruba;4918;2607406
PE;26;7505;Itaíba;26349;2607505
PE;26;7604;Ilha de Itamaracá;26258;2607604
PE;26;7653;Itambé;36447;2607653
PE;26;7703;Itapetim;13616;2607703
PE;26;7752;Itapissuma;26651;2607752
PE;26;7802;Itaquitinga;16955;2607802
PE;26;7901;Jaboatão dos Guararapes;702298;2607901
PE;26;7950;Jaqueira;11656;2607950
PE;26;8008;Jataúba;17150;2608008
PE;26;8057;Jatobá;14796;2105450
PE;26;8107;João Alfredo;33822;2608107
PE;26;8206;Joaquim Nabuco;16023;2608206
PE;26;8255;Jucati;11424;2608255
PE;26;8305;Jupi;14836;2608305
PE;26;8404;Jurema;15378;2205532
PE;26;8453;Lagoa do Carro;18071;2608453
PE;26;8503;Lagoa de Itaenga;21429;2608503
PE;26;8602;Lagoa do Ouro;13145;2608602
PE;26;8701;Lagoa dos Gatos;16290;2608701
PE;26;8750;Lagoa Grande;25601;2608750
PE;26;8800;Lajedo;40288;2608800
PE;26;8909;Limoeiro;56250;2608909
PE;26;9006;Macaparana;25376;2609006
PE;26;9105;Machados;16088;2609105
PE;26;9154;Manari;21434;2609154
PE;26;9204;Maraial;11345;2609204
PE;26;9303;Mirandiba;15390;2609303
PE;26;9402;Moreno;62784;2609402
PE;26;9501;Nazaré da Mata;32471;2609501
PE;26;9600;Olinda;392482;2609600
PE;26;9709;Orobó;23884;2609709
PE;26;9808;Orocó;14991;2609808
PE;26;9907;Ouricuri;69459;2609907
PE;26;10004;Palmares;63250;2610004
PE;26;10103;Palmeirina;7693;2610103
PE;26;10202;Panelas;26474;2610202
PE;26;10301;Paranatama;11523;2610301
PE;26;10400;Parnamirim;22010;2403251
PE;26;10509;Passira;28933;2610509
PE;26;10608;Paudalho;56506;2610608
PE;26;10707;Paulista;331774;2510907
PE;26;10806;Pedra;22617;2610806
PE;26;10905;Pesqueira;67395;2610905
PE;26;11002;Petrolândia;36548;2611002
PE;26;11101;Petrolina;349145;2611101
PE;26;11200;Poção;11302;2611200
PE;26;11309;Pombos;27091;2611309
PE;26;11408;Primavera;14966;1506104
PE;26;11507;Quipapá;26037;2611507
PE;26;11533;Quixaba;6813;2512606
PE;26;11606;Recife;1645727;2611606
PE;26;11705;Riacho das Almas;20546;2611705
PE;26;11804;Ribeirão;47415;2611804
PE;26;11903;Rio Formoso;23535;2611903
PE;26;12000;Sairé;9932;2612000
PE;26;12109;Salgadinho;10919;2513000
PE;26;12208;Salgueiro;60930;2612208
PE;26;12307;Saloá;15843;2612307
PE;26;12406;Sanharó;26462;2612406
PE;26;12455;Santa Cruz;15398;2411205
PE;26;12471;Santa Cruz da Baixa Verde;12592;2612471
PE;26;12505;Santa Cruz do Capibaribe;107937;2612505
PE;26;12554;Santa Filomena;14477;2209203
PE;26;12604;Santa Maria da Boa Vista;41931;2612604
PE;26;12703;Santa Maria do Cambucá;14137;2612703
PE;26;12802;Santa Terezinha;11815;2612802
PE;26;12901;São Benedito do Sul;15895;2612901
PE;26;13008;São Bento do Una;59504;2613008
PE;26;13107;São Caitano;37245;2613107
PE;26;13206;São João;22793;2613206
PE;26;13305;São Joaquim do Monte;21356;2613305
PE;26;13404;São José da Coroa Grande;21298;2613404
PE;26;13503;São José do Belmonte;33959;2613503
PE;26;13602;São José do Egito;33951;2613602
PE;26;13701;São Lourenço da Mata;113230;2613701
PE;26;13800;São Vicente Ferrer;18018;2111706
PE;26;13909;Serra Talhada;86350;2613909
PE;26;14006;Serrita;19165;2614006
PE;26;14105;Sertânia;35907;2614105
PE;26;14204;Sirinhaém;45865;2614204
PE;26;14303;Moreilândia;11270;2614303
PE;26;14402;Solidão;6007;2614402
PE;26;14501;Surubim;65089;2614501
PE;26;14600;Tabira;28534;2614600
PE;26;14709;Tacaimbó;12874;2614709
PE;26;14808;Tacaratu;25765;2614808
PE;26;14857;Tamandaré;23388;2614857
PE;26;15003;Taquaritinga do Norte;28775;2615003
PE;26;15102;Terezinha;7169;2615102
PE;26;15201;Terra Nova;10096;2615201
PE;26;15300;Timbaúba;53022;2615300
PE;26;15409;Toritama;45219;2615409
PE;26;15508;Tracunhaém;13769;2615508
PE;26;15607;Trindade;30521;2615607
PE;26;15706;Triunfo;15254;2516805
PE;26;15805;Tupanatinga;27304;2615805
PE;26;15904;Tuparetama;8202;2615904
PE;26;16001;Venturosa;18482;2616001
PE;26;16100;Verdejante;9534;2616100
PE;26;16183;Vertente do Lério;7618;2616183
PE;26;16209;Vertentes;20731;2616209
PE;26;16308;Vicência;32643;2616308
PE;26;16407;Vitória de Santo Antão;138757;2616407
PE;26;16506;Xexéu;14725;2616506
AL;27;102;Água Branca;20196;2200202
AL;27;201;Anadia;17545;2700201
AL;27;300;Arapiraca;231747;2700300
AL;27;409;Atalaia;47185;2700409
AL;27;508;Barra de Santo Antônio;15932;2700508
AL;27;607;Barra de São Miguel;8322;2501708
AL;27;706;Batalha;18232;2201507
AL;27;805;Belém;4344;1501402
AL;27;904;Belo Monte;6704;2700904
AL;27;1001;Boca da Mata;27281;2701001
AL;27;1100;Branquinha;10494;2701100
AL;27;1209;Cacimbinhas;10858;2701209
AL;27;1308;Cajueiro;21264;2701308
AL;27;1357;Campestre;6936;2701357
AL;27;1407;Campo Alegre;57063;2701407
AL;27;1506;Campo Grande;9558;2701506
AL;27;1605;Canapi;17722;2701605
AL;27;1704;Capela;17053;2701704
AL;27;1803;Carneiros;9081;2701803
AL;27;1902;Chã Preta;7311;2701902
AL;27;2009;Coité do Nóia;10693;2702009
AL;27;2108;Colônia Leopoldina;21698;2702108
AL;27;2207;Coqueiro Seco;5845;2702207
AL;27;2306;Coruripe;56933;2702306
AL;27;2355;Craíbas;24219;2702355
AL;27;2405;Delmiro Gouveia;52016;2702405
AL;27;2504;Dois Riachos;11075;2702504
AL;27;2553;Estrela de Alagoas;18205;2702553
AL;27;2603;Feira Grande;22166;2702603
AL;27;2702;Feliz Deserto;4754;2702702
AL;27;2801;Flexeiras;12790;2702801
AL;27;2900;Girau do Ponciano;40917;2702900
AL;27;3007;Ibateguara;15616;2703007
AL;27;3106;Igaci;25631;2703106
AL;27;3205;Igreja Nova;24499;2703205
AL;27;3304;Inhapi;18385;2703304
AL;27;3403;Jacaré dos Homens;5253;2703403
AL;27;3502;Jacuípe;7021;2703502
AL;27;3601;Japaratinga;8361;2703601
AL;27;3700;Jaramataia;5770;2703700
AL;27;3759;Jequiá da Praia;11580;2703759
AL;27;3809;Joaquim Gomes;23993;2703809
AL;27;3908;Jundiá;4155;2406155
AL;27;4005;Junqueiro;24727;2704005
AL;27;4104;Lagoa da Canoa;17852;2704104
AL;27;4203;Limoeiro de Anadia;28635;2704203
AL;27;4302;Maceió;1018948;2704302
AL;27;4401;Major Isidoro;19804;2704401
AL;27;4500;Maragogi;32704;2704500
AL;27;4609;Maravilha;9163;2704609
AL;27;4708;Marechal Deodoro;51901;2704708
AL;27;4807;Maribondo;13264;2704807
AL;27;4906;Mar Vermelho;3514;2704906
AL;27;5002;Mata Grande;25216;2705002
AL;27;5101;Matriz de Camaragibe;24642;2705101
AL;27;5200;Messias;17856;2705200
AL;27;5309;Minador do Negrão;5329;2705309
AL;27;5408;Monteirópolis;7159;2705408
AL;27;5507;Murici;28236;2705507
AL;27;5606;Novo Lino;12690;2705606
AL;27;5705;Olho d'Água das Flores;21688;2705705
AL;27;5804;Olho d'Água do Casado;9373;2705804
AL;27;5903;Olho d'Água Grande;5123;2705903
AL;27;6000;Olivença;11624;2706000
AL;27;6109;Ouro Branco;11496;2408508
AL;27;6208;Palestina;5011;2706208
AL;27;6307;Palmeira dos Índios;73218;2706307
AL;27;6406;Pão de Açúcar;24399;2706406
AL;27;6422;Pariconha;10533;2706422
AL;27;6448;Paripueira;13176;2706448
AL;27;6505;Passo de Camaragibe;15245;2706505
AL;27;6604;Paulo Jacinto;7564;2706604
AL;27;6703;Penedo;63683;2706703
AL;27;6802;Piaçabuçu;17827;2706802
AL;27;6901;Pilar;35111;2511509
AL;27;7008;Pindoba;2908;2707008
AL;27;7107;Piranhas;25039;2707107
AL;27;7206;Poço das Trincheiras;14386;2707206
AL;27;7305;Porto Calvo;27165;2707305
AL;27;7404;Porto de Pedras;7786;2707404
AL;27;7503;Porto Real do Colégio;20066;2707503
AL;27;7602;Quebrangulo;11294;2707602
AL;27;7701;Rio Largo;75120;2707701
AL;27;7800;Roteiro;6664;2707800
AL;27;7909;Santa Luzia do Norte;7296;2707909
AL;27;8006;Santana do Ipanema;47654;2708006
AL;27;8105;Santana do Mundaú;10740;2708105
AL;27;8204;São Brás;6961;2708204
AL;27;8303;São José da Laje;23927;2708303
AL;27;8402;São José da Tapera;32260;2708402
AL;27;8501;São Luís do Quitunde;34555;2708501
AL;27;8600;São Miguel dos Campos;61251;2708600
AL;27;8709;São Miguel dos Milagres;7951;2708709
AL;27;8808;São Sebastião;34152;2708808
AL;27;8907;Satuba;13828;2708907
AL;27;8956;Senador Rui Palmeira;13870;2708956
AL;27;9004;Tanque d'Arca;6162;2709004
AL;27;9103;Taquarana;19980;2709103
AL;27;9152;Teotônio Vilela;44169;2709152
AL;27;9202;Traipu;27715;2709202
AL;27;9301;União dos Palmares;65611;2709301
AL;27;9400;Viçosa;25733;2414902
SE;28;100;Amparo de São Francisco;2374;2800100
SE;28;209;Aquidabã;21563;2800209
SE;28;308;Aracaju;657013;2800308
SE;28;407;Arauá;10056;2800407
SE;28;506;Areia Branca;18542;2401107
SE;28;605;Barra dos Coqueiros;30407;2800605
SE;28;670;Boquim;26816;2800670
SE;28;704;Brejo Grande;8309;2800704
SE;28;1009;Campo do Brito;18109;2801009
SE;28;1108;Canhoba;4008;2801108
SE;28;1207;Canindé de São Francisco;29900;2801207
SE;28;1306;Capela;34213;2701704
SE;28;1405;Carira;22082;2801405
SE;28;1504;Carmópolis;16634;2801504
SE;28;1603;Cedro de São João;5897;2801603
SE;28;1702;Cristinápolis;17874;2801702
SE;28;1900;Cumbe;3987;2801900
SE;28;2007;Divina Pastora;5138;2802007
SE;28;2106;Estância;69184;2802106
SE;28;2205;Feira Nova;5584;2605400
SE;28;2304;Frei Paulo;15421;2802304
SE;28;2403;Gararu;11604;2802403
SE;28;2502;General Maynard;3346;2802502
SE;28;2601;Graccho Cardoso;5818;2802601
SE;28;2700;Ilha das Flores;8520;2802700
SE;28;2809;Indiaroba;17957;2802809
SE;28;2908;Itabaiana;95427;2506905
SE;28;3005;Itabaianinha;41928;2803005
SE;28;3104;Itabi;4903;2803104
SE;28;3203;Itaporanga d'Ajuda;34356;2803203
SE;28;3302;Japaratuba;18743;2803302
SE;28;3401;Japoatã;13434;2803401
SE;28;3500;Lagarto;104408;2803500
SE;28;3609;Laranjeiras;29826;2803609
SE;28;3708;Macambira;6919;2803708
SE;28;3807;Malhada dos Bois;3682;2803807
SE;28;3906;Malhador;12618;2803906
SE;28;4003;Maruim;17213;2804003
SE;28;4102;Moita Bonita;11335;2804102
SE;28;4201;Monte Alegre de Sergipe;15031;2804201
SE;28;4300;Muribeca;7625;2804300
SE;28;4409;Neópolis;18719;2804409
SE;28;4458;Nossa Senhora Aparecida;8796;2804458
SE;28;4508;Nossa Senhora da Glória;36924;2804508
SE;28;4607;Nossa Senhora das Dores;26629;2804607
SE;28;4706;Nossa Senhora de Lourdes;6483;2804706
SE;28;4805;Nossa Senhora do Socorro;183628;2804805
SE;28;4904;Pacatuba;14428;2309706
SE;28;5000;Pedra Mole;3261;2805000
SE;28;5109;Pedrinhas;9602;2805109
SE;28;5208;Pinhão;6576;2805208
SE;28;5307;Pirambu;9280;2805307
SE;28;5406;Poço Redondo;34775;2805406
SE;28;5505;Poço Verde;23728;2805505
SE;28;5604;Porto da Folha;28596;2805604
SE;28;5703;Propriá;29626;2805703
SE;28;5802;Riachão do Dantas;19805;2805802
SE;28;5901;Riachuelo;10213;2410900
SE;28;6008;Ribeirópolis;18652;2806008
SE;28;6107;Rosário do Catete;10855;2806107
SE;28;6206;Salgado;19998;2806206
